Exchange Date,Portfolio
2007-08-20,1313728.114680975
2007-08-21,1318637.9909469362
2007-08-22,1323951.6970045764
2007-08-23,1328783.8432600792
2007-08-24,1337606.0921797606
2007-08-27,1339713.2423225534
2007-08-28,1334597.3181552086
2007-08-29,1337316.0119071885
2007-08-30,1341582.2337266586
2007-08-31,1349106.6378769432
2007-09-04,1355659.6789599294
2007-09-05,1358610.3459124502
2007-09-06,1364622.2548578894
2007-09-07,1372561.2314672994
2007-09-10,1374321.2594007123
2007-09-11,1381064.5795473326
2007-09-12,1379386.6008053552
2007-09-13,1374673.9358684225
2007-09-14,1377245.839104492
2007-09-17,1378223.64620179
2007-09-18,1383342.218732487
2007-09-19,1386965.4573892693
2007-09-20,1383199.4704028904
2007-09-21,1385299.1891873484
2007-09-24,1388483.388988067
2007-09-25,1389534.5740421463
2007-09-26,1389884.6691270715
2007-09-27,1401620.5244232512
2007-09-28,1406289.585108231
2007-10-01,1414502.9842230487
2007-10-02,1411573.7950622514
2007-10-03,1406573.6279188544
2007-10-04,1411759.3145617193
2007-10-05,1409906.967382987
2007-10-08,1405126.3856470236
2007-10-09,1410329.1351653747
2007-10-10,1412708.8932455978
2007-10-11,1414945.6262130244
2007-10-12,1414754.8135805768
2007-10-15,1417429.2323705554
2007-10-16,1412602.714974804
2007-10-17,1420844.7215290498
2007-10-18,1431735.7237081965
2007-10-19,1432203.7616543288
2007-10-22,1425139.082293005
2007-10-23,1431160.3584510097
2007-10-24,1436966.5434904317
2007-10-25,1439292.6745762967
2007-10-26,1450523.7337999698
2007-10-29,1458397.2773262372
2007-10-30,1452446.6629301088
2007-10-31,1453384.3751427762
2007-11-01,1457245.5623056307
2007-11-02,1465778.08682865
2007-11-05,1459217.3261903615
2007-11-06,1466242.6591401414
2007-11-07,1466988.3816322086
2007-11-08,1466277.4196380705
2007-11-09,1467987.5420844706
2007-11-12,1445138.3350808185
2007-11-13,1454368.0592116767
2007-11-14,1461343.6978252777
2007-11-15,1456137.5018813298
2007-11-16,1455558.1218102858
2007-11-19,1454686.9977674168
2007-11-20,1465054.1617452968
